RedFighter,BlueFighter,RedFighter_KD,BlueFighter_KD,RedFighter_STR,BlueFighter_STR,RedFighter_TD,BlueFighter_TD,RedFighter_SUB,BlueFighter_SUB,Event,Date,Location,WL,Winner,Victory_Result,Victory_Method,Round,Time,Weight_Class,Title,Fight_Bonus,Perf_Bonus,Sub_Bonus,KO_Bonus,Red_reach_cm,Red_stance,Red_dob,Red_ss_landed_per_minute,Red_ss_accuracy,Red_ss_absorbed_per_min,Red_ss_defence,Red_avg_td_per_15,Red_td_accuracy,Red_td_defence,Red_avg_sub_attempt_per_15,Blue_reach_cm,Blue_stance,Blue_dob,Blue_ss_landed_per_minute,Blue_ss_accuracy,Blue_ss_absorbed_per_min,Blue_ss_defence,Blue_avg_td_per_15,Blue_td_accuracy,Blue_td_defence,Blue_avg_sub_attempt_per_15
Marcelo Rojo,Charles Jourdain,0,2,74,106,1,0,0,0,UFC Fight Night: Edwards vs. Muhammad,"March 13, 2021","Las Vegas, Nevada, USA",WIN,Charles Jourdain,KO/TKOPunch,KO/TKOPunch,3,4:31,Featherweight,0.0,0.0,0.0,0.0,0.0,180.34,Orthodox,1988-07-02,4.92,39.0,6.42,55.0,0.46,50.0,66.0,4.92,175.26,Switch,1995-11-27,5.48,49.0,4.25,56.0,0.33,21.0,47.0,5.48
Rani Yahya,Ray Rodriguez,0,0,8,3,2,0,1,0,UFC Fight Night: Edwards vs. Muhammad,"March 13, 2021","Las Vegas, Nevada, USA",WIN,Rani Yahya,SUBArm,SUBArm Triangle,2,3:09,Bantamweight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1984-09-12,1.71,38.0,2.08,50.0,2.73,30.0,29.0,1.71,177.8,Orthodox,1987-12-10,0.9,27.0,3.89,40.0,1.42,50.0,44.0,0.9
Nasrat Haqparast,Rafa Garcia,0,0,99,52,0,0,0,0,UFC Fight Night: Edwards vs. Muhammad,"March 13, 2021","Las Vegas, Nevada, USA",WIN,Nasrat Haqparast,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0,182.88,Southpaw,1995-08-22,6.36,45.0,6.0,63.0,0.34,20.0,86.0,6.36,177.8,Orthodox,1994-08-05,4.31,45.0,4.54,61.0,3.13,44.0,76.0,4.31
Cortney Casey,JJ Aldrich,0,0,55,45,0,4,0,0,UFC Fight Night: Edwards vs. Muhammad,"March 13, 2021","Las Vegas, Nevada, USA",WIN,JJ Aldrich,S-DEC,S-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1987-05-05,4.29,39.0,4.0,55.0,0.39,31.0,39.0,4.29,170.18,Southpaw,1992-09-29,3.96,47.0,4.32,61.0,0.75,26.0,67.0,3.96
Jinh Yu Frey,Gloria de Paula,0,0,24,31,2,0,2,0,UFC Fight Night: Edwards vs. Muhammad,"March 13, 2021","Las Vegas, Nevada, USA",WIN,Jinh Yu Frey,U-DEC,U-DEC,3,5:00,Women's Strawweight,0.0,0.0,0.0,0.0,0.0,165.1,Southpaw,1985-05-20,2.97,43.0,4.23,52.0,1.02,36.0,90.0,2.97,170.18,Orthodox,1995-06-10,4.89,53.0,3.77,66.0,0.74,37.0,65.0,4.89
Jason Witt,Matthew Semelsberger,0,1,4,3,0,0,0,0,UFC Fight Night: Edwards vs. Muhammad,"March 13, 2021","Las Vegas, Nevada, USA",WIN,Matthew Semelsberger,KO/TKOPunch,KO/TKOPunch,1,0:16,Welterweight,0.0,0.0,1.0,0.0,0.0,177.8,Orthodox,1986-11-07,2.15,44.0,2.54,52.0,6.9,48.0,100.0,2.15,190.5,Switch,1992-11-23,3.77,42.0,4.24,54.0,1.01,57.0,45.0,3.77
Jan Blachowicz,Israel Adesanya,0,0,107,78,3,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Jan Blachowicz,U-DEC,U-DEC,5,5:00,Light Heavyweight,1.0,0.0,0.0,0.0,0.0,198.12,Orthodox,1983-02-24,3.44,49.0,3.03,52.0,1.03,48.0,69.0,3.44,203.2,Switch,1989-07-22,4.02,48.0,3.2,55.0,0.05,11.0,76.0,4.02
Amanda Nunes,Megan Anderson,0,0,18,2,0,0,2,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Amanda Nunes,SUBTriangle,SUBTriangle Armbar,1,2:03,Women's Featherweight,1.0,0.0,0.0,0.0,0.0,175.26,Orthodox,1988-05-30,4.55,51.0,2.62,57.0,2.73,54.0,82.0,4.55,182.88,Orthodox,1990-02-11,1.76,46.0,3.35,37.0,0.52,25.0,53.0,1.76
Aljamain Sterling,Petr Yan,0,1,97,86,1,7,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Aljamain Sterling,DQ,DQ,4,4:29,Bantamweight,1.0,0.0,0.0,0.0,0.0,180.34,Orthodox,1989-07-31,4.45,52.0,2.21,59.0,2.45,30.0,44.0,4.45,170.18,Switch,1993-02-11,5.12,54.0,4.14,58.0,1.58,48.0,85.0,5.12
Drew Dober,Islam Makhachev,0,0,10,15,0,3,0,2,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Islam Makhachev,SUBArm,SUBArm Triangle,3,1:37,Lightweight,0.0,0.0,0.0,0.0,0.0,177.8,Southpaw,1988-10-19,4.52,41.0,4.34,52.0,0.63,16.0,58.0,4.52,177.8,Southpaw,1991-10-27,2.63,58.0,1.55,61.0,3.2,53.0,90.0,2.63
Thiago Santos,Aleksandar Rakic,0,0,49,36,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Aleksandar Rakic,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0,193.04,Orthodox,1984-01-07,3.72,48.0,2.57,53.0,0.88,33.0,65.0,3.72,198.12,Orthodox,1992-02-06,4.13,50.0,2.86,51.0,0.64,21.0,85.0,4.13
Dominick Cruz,Casey Kenney,0,0,89,74,2,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Dominick Cruz,S-DEC,S-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0,172.72,Orthodox,1985-03-09,3.91,33.0,2.61,70.0,2.82,42.0,83.0,3.91,172.72,Southpaw,1991-03-20,4.85,42.0,4.67,58.0,1.09,35.0,61.0,4.85
Song Yadong,Kyler Phillips,0,0,67,59,0,3,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Kyler Phillips,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1997-12-02,4.58,43.0,4.0,55.0,0.61,38.0,73.0,4.58,182.88,Orthodox,1995-06-12,5.04,42.0,3.83,60.0,2.31,45.0,75.0,5.04
Askar Askarov,Joseph Benavidez,0,0,58,46,5,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Askar Askarov,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1992-10-09,3.05,54.0,2.8,57.0,2.6,24.0,66.0,3.05,165.1,Southpaw,1984-07-31,3.52,34.0,2.67,61.0,1.41,30.0,62.0,3.52
Rogerio Bontorin,Kai Kara-France,0,1,6,13,1,0,2,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Kai Kara-France,KO/TKOPunch,KO/TKOPunch,1,4:55,Flyweight,0.0,0.0,1.0,0.0,0.0,170.18,Orthodox,1992-04-25,2.63,52.0,3.27,50.0,2.9,60.0,51.0,2.63,175.26,Orthodox,1993-03-26,4.46,40.0,3.24,64.0,0.56,30.0,83.0,4.46
Tim Elliott,Jordan Espinosa,0,0,25,13,4,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Tim Elliott,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0,167.64,Southpaw,1986-12-24,3.37,44.0,2.65,57.0,3.71,47.0,59.0,3.37,175.26,Orthodox,1989-11-08,4.22,52.0,2.94,57.0,0.75,28.0,70.0,4.22
Carlos Ulberg,Kennedy Nzechukwu,0,1,146,82,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Kennedy Nzechukwu,KO/TKOPunch,KO/TKOPunch,2,3:19,Light Heavyweight,0.0,1.0,0.0,0.0,0.0,195.58,Orthodox,1990-11-07,6.54,55.0,4.04,51.0,0.55,60.0,85.0,6.54,210.82,Southpaw,1992-06-13,5.33,46.0,4.89,51.0,0.55,45.0,80.0,5.33
Jake Matthews,Sean Brady,0,0,21,37,0,1,0,1,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Sean Brady,SUBArm,SUBArm Triangle,3,3:28,Welterweight,0.0,0.0,0.0,0.0,0.0,185.42,Orthodox,1994-08-19,3.34,43.0,2.62,60.0,1.44,41.0,64.0,3.34,182.88,Orthodox,1992-11-23,4.0,55.0,2.94,59.0,3.62,54.0,86.0,4.0
Amanda Lemos,Livinha Souza,2,0,29,1,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Amanda Lemos,KO/TKOPunch,KO/TKOPunch,1,3:39,Women's Strawweight,0.0,0.0,0.0,0.0,0.0,165.1,Southpaw,1987-05-22,2.75,55.0,3.24,45.0,1.02,62.0,64.0,2.75,160.02,Orthodox,1991-03-11,1.75,45.0,3.6,56.0,2.54,45.0,40.0,1.75
Aalon Cruz,Uros Medic,0,1,0,45,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Uros Medic,KO/TKOPunches,KO/TKOPunches,1,1:40,Lightweight,0.0,0.0,1.0,0.0,0.0,198.12,Switch,1989-09-20,7.58,39.0,8.88,58.0,0.0,0.0,0.0,7.58,180.34,Southpaw,1993-04-25,5.47,60.0,3.5,56.0,0.36,50.0,55.0,5.47
Mario Bautista,Trevin Jones,0,1,21,23,0,0,0,0,UFC 259: Blachowicz vs. Adesanya,"March 06, 2021","Las Vegas, Nevada, USA",WIN,Trevin Jones,KO/TKOPunch,KO/TKOPunch,2,0:47,Bantamweight,0.0,0.0,0.0,0.0,0.0,175.26,Switch,1993-07-01,5.58,48.0,4.19,55.0,1.48,32.0,54.0,5.58,177.8,Southpaw,1990-08-04,2.13,37.0,4.29,39.0,0.62,15.0,60.0,2.13
Jairzinho Rozenstruik,Ciryl Gane,0,0,42,102,0,2,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Ciryl Gane,U-DEC,U-DEC,5,5:00,Heavyweight,0.0,0.0,0.0,0.0,0.0,198.12,Orthodox,1988-03-17,3.48,48.0,2.63,52.0,0.0,0.0,72.0,3.48,205.74,Orthodox,1990-04-12,5.29,61.0,2.33,60.0,0.68,25.0,47.0,5.29
Nikita Krylov,Magomed Ankalaev,0,0,47,43,1,3,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Magomed Ankalaev,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0,195.58,Orthodox,1992-03-07,4.31,54.0,2.58,44.0,2.17,38.0,53.0,4.31,190.5,Orthodox,1992-06-02,3.65,52.0,2.59,56.0,0.79,22.0,87.0,3.65
Mayra Bueno Silva,Montana De La Rosa,0,0,52,30,0,3,1,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",DRAWDRAW,Montana De La Rosa,M-DEC,M-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0,167.64,Orthodox,1991-08-22,3.83,58.0,4.85,51.0,0.57,29.0,63.0,3.83,172.72,Orthodox,1995-02-14,2.9,37.0,3.39,45.0,1.85,33.0,68.0,2.9
Pedro Munhoz,Jimmie Rivera,0,0,94,65,0,1,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Pedro Munhoz,U-DEC,U-DEC,3,5:00,Bantamweight,0.0,1.0,0.0,0.0,0.0,165.1,Orthodox,1986-09-07,5.38,41.0,6.29,55.0,0.48,16.0,82.0,5.38,172.72,Orthodox,1989-06-29,4.03,40.0,3.9,60.0,0.88,27.0,92.0,4.03
Alex Caceres,Kevin Croom,0,0,48,16,1,1,1,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Alex Caceres,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,185.42,Southpaw,1988-06-20,4.21,49.0,3.09,62.0,0.54,68.0,64.0,4.21,185.42,Orthodox,1987-07-15,2.65,34.0,3.1,41.0,0.48,5.0,30.0,2.65
Alexander Hernandez,Thiago Moises,0,0,50,53,0,0,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Thiago Moises,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0,182.88,Orthodox,1992-10-01,4.31,40.0,4.5,59.0,1.14,36.0,73.0,4.31,177.8,Orthodox,1995-03-23,2.48,42.0,4.08,53.0,1.31,35.0,52.0,2.48
Alexis Davis,Sabina Mazo,0,0,49,64,3,0,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Alexis Davis,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0,172.72,Orthodox,1984-10-04,4.63,49.0,4.45,54.0,0.95,44.0,34.0,4.63,177.8,Orthodox,1997-03-25,6.1,43.0,4.35,57.0,0.65,80.0,59.0,6.1
Vince Cachero,Ronnie Lawrence,0,0,15,77,0,8,1,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Ronnie Lawrence,KO/TKOPunches,KO/TKOPunches,3,2:38,Bantamweight,0.0,0.0,1.0,0.0,0.0,172.72,Orthodox,1989-11-07,3.29,45.0,6.51,43.0,0.0,0.0,18.0,3.29,172.72,Switch,1992-06-13,2.78,56.0,1.75,52.0,6.75,77.0,45.0,2.78
Maxim Grishin,Dustin Jacoby,2,0,66,57,0,0,0,0,UFC Fight Night: Rozenstruik vs. Gane,"February 27, 2021","Las Vegas, Nevada, USA",WIN,Dustin Jacoby,U-DEC,U-DEC,3,5:00,Light Heavyweight,0.0,0.0,0.0,0.0,0.0,198.12,Orthodox,1984-05-02,3.26,52.0,2.27,58.0,0.21,16.0,66.0,3.26,193.04,Orthodox,1988-04-04,5.37,47.0,4.02,57.0,0.33,25.0,62.0,5.37
Derrick Lewis,Curtis Blaydes,1,0,7,28,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Derrick Lewis,KO/TKOPunch,KO/TKOPunch,2,1:26,Heavyweight,0.0,0.0,1.0,0.0,0.0,200.66,Orthodox,1985-02-07,2.51,50.0,2.49,40.0,0.56,26.0,52.0,2.51,203.2,Orthodox,1991-02-18,3.56,50.0,2.0,58.0,5.38,48.0,31.0,3.56
Ketlen Vieira,Yana Santos,0,0,7,47,3,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Yana Santos,U-DEC,U-DEC,3,5:00,Women's Bantamweight,0.0,0.0,0.0,0.0,0.0,172.72,Orthodox,1991-08-26,2.84,41.0,3.72,51.0,1.28,43.0,90.0,2.84,172.72,Orthodox,1989-11-11,4.41,57.0,3.12,52.0,0.78,47.0,51.0,4.41
Darrick Minner,Charles Rosa,1,0,45,15,4,0,3,2,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Darrick Minner,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,175.26,Orthodox,1990-04-28,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.63,175.26,Switch,1986-08-24,3.08,36.0,3.86,47.0,1.67,35.0,38.0,3.08
Chris Daukaus,Aleksei Oleinik,0,0,34,5,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Chris Daukaus,KO/TKOPunches,KO/TKOPunches,1,1:55,Heavyweight,0.0,0.0,1.0,0.0,0.0,193.04,Orthodox,1989-09-25,6.05,50.0,4.64,55.0,0.0,0.0,100.0,6.05,203.2,Orthodox,1977-06-20,3.29,48.0,3.8,44.0,1.82,46.0,37.0,3.29
Nassourdine Imavov,Phil Hawes,0,0,57,31,0,4,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Phil Hawes,M-DEC,M-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0,190.5,Orthodox,1996-03-01,4.28,54.0,3.17,58.0,0.74,32.0,81.0,4.28,195.58,Orthodox,1989-01-08,5.33,59.0,3.72,55.0,2.11,34.0,90.0,5.33
Andrei Arlovski,Tom Aspinall,0,0,20,37,0,1,0,1,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Tom Aspinall,SUBRear,SUBRear Naked Choke,2,1:09,Heavyweight,0.0,0.0,1.0,0.0,0.0,195.58,Orthodox,1979-02-04,3.82,45.0,3.22,57.0,0.37,35.0,76.0,3.82,198.12,Orthodox,1993-04-11,7.63,67.0,3.62,56.0,2.62,80.0,100.0,7.63
Danny Chavez,Jared Gordon,0,0,39,82,1,2,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Jared Gordon,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1987-03-14,2.86,38.0,3.83,50.0,1.95,60.0,87.0,2.86,172.72,Orthodox,1988-09-06,5.64,53.0,4.14,55.0,1.78,32.0,60.0,5.64
John Castaneda,Eddie Wineland,1,0,42,17,0,1,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,John Castaneda,KO/TKOPunches,KO/TKOPunches,1,4:44,Bantamweight,0.0,0.0,0.0,0.0,0.0,180.34,Switch,1991-12-18,4.42,50.0,4.94,53.0,1.68,37.0,73.0,4.42,175.26,Orthodox,1984-06-26,3.4,29.0,3.76,68.0,0.34,33.0,86.0,3.4
Nate Landwehr,Julian Erosa,0,1,9,15,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Julian Erosa,KO/TKOFlying,KO/TKOFlying Knee,1,0:56,Featherweight,0.0,0.0,0.0,0.0,0.0,182.88,Orthodox,1988-06-06,5.63,45.0,5.83,52.0,0.76,41.0,71.0,5.63,187.96,Southpaw,1989-07-31,6.21,48.0,6.27,48.0,1.78,43.0,61.0,6.21
Shana Dobson,Casey O'Neill,0,0,16,49,0,4,0,1,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Casey O'Neill,KO/TKOPunches,KO/TKOPunches,2,3:41,Women's Flyweight,0.0,0.0,0.0,0.0,0.0,175.26,Orthodox,1989-03-30,3.34,37.0,5.2,50.0,0.84,50.0,14.0,3.34,175.26,Orthodox,1997-10-07,7.89,52.0,5.65,57.0,1.45,34.0,70.0,7.89
Drako Rodriguez,Aiemann Zahabi,0,1,11,9,0,0,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Aiemann Zahabi,KO/TKOPunch,KO/TKOPunch,1,3:05,Bantamweight,0.0,0.0,1.0,0.0,0.0,175.26,Orthodox,1996-06-16,3.37,36.0,4.4,58.0,2.93,66.0,75.0,3.37,172.72,Orthodox,1987-11-19,4.54,47.0,4.08,69.0,0.12,14.0,83.0,4.54
Jared Vanderaa,Serghei Spivac,0,0,13,51,0,3,0,0,UFC Fight Night: Blaydes vs. Lewis,"February 20, 2021","Las Vegas, Nevada, USA",WIN,Serghei Spivac,KO/TKOPunches,KO/TKOPunches,2,4:32,Heavyweight,0.0,0.0,0.0,0.0,0.0,203.2,Orthodox,1992-05-12,4.96,44.0,5.67,45.0,0.18,50.0,20.0,4.96,198.12,Orthodox,1995-01-24,3.45,48.0,4.25,50.0,4.21,62.0,63.0,3.45
Kamaru Usman,Gilbert Burns,2,0,83,45,0,0,0,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Kamaru Usman,KO/TKOPunches,KO/TKOPunches,3,0:34,Welterweight,1.0,0.0,1.0,0.0,0.0,193.04,Switch,1987-05-11,4.16,51.0,2.67,55.0,2.79,44.0,89.0,4.16,180.34,Orthodox,1986-07-20,3.15,48.0,3.64,52.0,2.12,37.0,53.0,3.15
Maycee Barber,Alexa Grasso,0,0,40,38,3,0,0,1,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Alexa Grasso,U-DEC,U-DEC,3,5:00,Women's Flyweight,0.0,0.0,0.0,0.0,0.0,165.1,Switch,1998-05-18,4.7,53.0,2.9,54.0,1.44,43.0,53.0,4.7,167.64,Orthodox,1993-08-09,4.11,41.0,3.73,58.0,0.41,35.0,54.0,4.11
Kelvin Gastelum,Ian Heinisch,0,0,38,27,6,1,0,2,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Kelvin Gastelum,U-DEC,U-DEC,3,5:00,Middleweight,0.0,0.0,0.0,0.0,0.0,180.34,Southpaw,1991-10-24,3.67,42.0,3.53,57.0,1.01,34.0,60.0,3.67,182.88,Orthodox,1988-08-05,3.25,50.0,2.98,59.0,1.02,17.0,59.0,3.25
Ricky Simon,Brian Kelleher,0,0,45,19,6,0,1,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Ricky Simon,U-DEC,U-DEC,3,5:00,Featherweight,0.0,0.0,0.0,0.0,0.0,175.26,Orthodox,1992-08-31,2.93,44.0,3.72,61.0,5.01,43.0,75.0,2.93,167.64,Switch,1986-08-19,3.31,41.0,4.59,54.0,1.68,41.0,60.0,3.31
Maki Pitolo,Julian Marquez,0,0,32,41,5,0,1,4,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Julian Marquez,SUBAnaconda,SUBAnaconda Choke,3,4:17,Middleweight,0.0,0.0,1.0,0.0,0.0,190.5,Orthodox,1990-11-24,4.1,44.0,3.93,55.0,2.24,52.0,50.0,4.1,182.88,Orthodox,1990-05-08,5.06,45.0,5.35,50.0,0.0,0.0,54.0,5.06
Anthony Hernandez,Rodolfo Vieira,0,0,32,9,0,4,2,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Anthony Hernandez,SUBGuillotine,SUBGuillotine Choke,2,1:53,Middleweight,0.0,0.0,1.0,0.0,0.0,190.5,Orthodox,1993-10-18,4.59,62.0,2.53,49.0,6.46,48.0,68.0,4.59,185.42,Orthodox,1989-09-25,3.77,55.0,4.12,51.0,3.09,23.0,100.0,3.77
Dhiego Lima,Belal Muhammad,0,0,69,129,0,1,0,0,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Belal Muhammad,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0,190.5,Orthodox,1989-01-31,3.12,39.0,3.88,58.0,1.26,34.0,73.0,3.12,182.88,Orthodox,1988-07-09,4.46,43.0,3.78,55.0,2.24,38.0,90.0,4.46
Mallory Martin,Polyana Viana,0,0,5,4,1,0,0,5,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Polyana Viana,SUBArmbar,SUBArmbar,1,3:18,Women's Strawweight,0.0,0.0,1.0,0.0,0.0,160.02,Orthodox,1994-01-29,4.42,48.0,6.64,55.0,2.28,43.0,25.0,4.42,170.18,Orthodox,1992-06-14,2.74,40.0,2.5,53.0,0.75,33.0,35.0,2.74
Chris Gutierrez,Andre Ewell,1,0,69,59,1,1,0,1,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Chris Gutierrez,U-DEC,U-DEC,3,5:00,Catch Weight,0.0,0.0,0.0,0.0,0.0,170.18,Orthodox,1991-04-22,4.4,57.0,2.65,63.0,0.3,30.0,67.0,4.4,190.5,Southpaw,1988-01-21,4.28,40.0,4.87,51.0,0.36,75.0,72.0,4.28
Phil Rowe,Gabe Green,0,2,42,70,2,2,0,1,UFC 258: Usman vs. Burns,"February 13, 2021","Las Vegas, Nevada, USA",WIN,Gabe Green,U-DEC,U-DEC,3,5:00,Welterweight,0.0,0.0,0.0,0.0,0.0,203.2,Orthodox,1990-07-18,3.99,49.0,4.38,53.0,0.6,36.0,56.0,3.99,185.42,Switch,1993-05-02,5.6,45.0,6.19,47.0,0.71,50.0,50.0,5.6
Alexander Volkov,Alistair Overeem,1,0,54,10,0,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Alexander Volkov,KO/TKOPunch,KO/TKOPunch,2,2:06,Heavyweight,0.0,0.0,1.0,0.0,0.0,203.2,Orthodox,1988-10-24,4.78,57.0,2.86,53.0,0.57,66.0,68.0,4.78,203.2,Orthodox,1980-05-17,3.67,64.0,2.44,57.0,1.42,55.0,73.0,3.67
Frankie Edgar,Cory Sandhagen,0,1,2,2,0,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Cory Sandhagen,KO/TKOFlying,KO/TKOFlying Knee,1,0:28,Bantamweight,0.0,0.0,1.0,0.0,0.0,172.72,Orthodox,1981-10-16,3.77,40.0,2.82,65.0,2.29,31.0,65.0,3.77,177.8,Switch,1992-04-20,4.86,45.0,3.47,56.0,1.15,34.0,56.0,4.86
Michael Johnson,Clay Guida,0,0,58,49,0,3,0,1,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Clay Guida,U-DEC,U-DEC,3,5:00,Lightweight,0.0,0.0,0.0,0.0,0.0,185.42,Southpaw,1986-06-04,4.28,39.0,3.79,58.0,0.58,38.0,81.0,4.28,177.8,Orthodox,1981-12-08,2.63,33.0,3.0,61.0,3.1,35.0,66.0,2.63
Manel Kape,Alexandre Pantoja,0,0,49,74,2,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Alexandre Pantoja,U-DEC,U-DEC,3,5:00,Flyweight,0.0,0.0,0.0,0.0,0.0,172.72,Southpaw,1993-11-14,5.04,55.0,4.05,57.0,0.42,30.0,81.0,5.04,170.18,Orthodox,1990-04-16,4.36,50.0,3.88,49.0,2.8,47.0,69.0,4.36
Beneil Dariush,Diego Ferreira,0,0,62,54,5,0,0,0,UFC Fight Night: Overeem vs. Volkov,"February 06, 2021","Las Vegas, Nevada, USA",WIN,Beneil Dariush,S-DEC,S-DEC,3,5:00,Lightweight,0.0,1.0,0.0,0.0,0.0,182.88,Southpaw,1989-05-06,3.78,49.0,2.61,57.0,2.12,38.0,82.0,3.78,187.96,Orthodox,1985-01-18,4.7,39.0,3.46,55.0,0.82,30.0,57.0,4.7
